borrower_id,income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,age,education_level,marital_status,num_of_credit_inquiries,credit_history_length,loan_id,loan_type,loan_amount,interest_rate,loan_term,collateral_value,loan_to_value_ratio,repayment_schedule,current_balance,num_of_late_payments,interest_rate_change,unemployment_rate,inflation_rate,gdp_growth_rate,housing_market_index,utility_payment_history,rental_payment_history,social_media_activity_score,spending_behavior_score,fraud_score,inconsistent_application_data,geo_location_mismatch,customer_lifetime_value,cross_product_ownership,customer_satisfaction_score
549,55567.1881,Unemployed,677,0.18706696,48576.07223,68,Bachelor's,Married,8,1,549,Mortgage,9628.375109,3.368110594,82,98603.05006,0.650263379,Annually,33124.84366,2,0.358255475,14.27317953,6.165202654,2.178297761,165.2263469,0.183165654,0.550383235,21.52982973,78.35926574,0.926872203,1,0,14311.67353,2,68.74407275
550,40940.2222,Employed,340,0.364673715,9680.522638,27,Bachelor's,Married,6,3,550,Auto,37423.31276,11.60018429,19,10519.01331,0.574836732,Annually,18561.38239,2,-0.017017395,3.945680377,4.853213602,0.810162362,292.8324633,0.214493874,0.620338864,33.6129422,69.74970103,0.181152607,0,0,25346.32893,3,87.45020923
551,51298.84681,Self-employed,404,0.293595747,36381.23715,73,Master's,Divorced,6,3,551,Business,13351.42446,7.840332469,63,42657.46862,0.61316542,Quarterly,32300.51455,2,0.543978141,7.188224551,3.372170394,0.005396771,285.4006265,0.288921832,0.664659414,84.74208876,90.75063493,0.912474986,0,0,2361.846708,0,66.49252506
552,47664.84147,Employed,501,0.10212539,2973.99042,25,PhD,Married,7,5,552,Auto,23254.20604,12.06961133,56,31061.42004,0.734289902,Annually,17812.41265,3,0.896489071,14.49942754,7.84866986,4.708474015,308.7719811,0.97533243,0.561369017,38.647975,88.5824291,0.05622743,0,0,17624.85631,0,56.20211823
553,67516.73092,Self-employed,749,0.421797857,20865.71843,38,Bachelor's,Divorced,6,19,553,Mortgage,19907.11289,11.57444107,304,90556.26828,0.712433964,Annually,33687.53231,1,-0.768390221,3.997940798,5.783207464,-3.703495995,481.1218342,0.988288589,0.856763888,53.57990656,78.83273956,0.948219447,0,0,26604.22654,4,71.03185242
554,53816.31265,Retired,565,0.409123829,26297.88166,73,PhD,Married,8,29,554,Auto,49121.79155,9.662271632,311,86999.34074,0.64444365,Annually,36461.77547,0,-0.33066998,10.72369647,1.609076469,3.959989517,341.5581201,0.79489375,0.609701832,64.8941936,47.518916,0.200798264,0,0,26343.95714,1,75.0970799
555,55064.03993,Unemployed,509,0.319367665,29451.61607,23,High School,Divorced,8,25,555,Mortgage,20163.51996,10.76594919,49,24151.02665,0.586109161,Quarterly,34527.63202,2,-0.360901874,14.66665645,4.314848551,1.912404111,342.3087346,0.629057599,0.907759991,34.78096496,30.81264076,0.30271406,0,0,11201.05902,0,18.59279462
556,43821.84551,Employed,417,0.12658533,46860.92516,38,Bachelor's,Widowed,5,1,556,Mortgage,4919.141657,1.747802279,242,8578.184812,0.881115395,Quarterly,5698.099068,0,-0.697634161,14.73868402,8.964221115,-2.410039267,151.2099051,0.520062575,0.582331622,29.39786308,50.70267874,0.490942344,0,0,39060.62094,1,10.9667039
557,42685.90664,Self-employed,676,0.40660602,33940.28368,74,Master's,Divorced,6,4,557,Auto,5401.461876,5.708998232,273,62900.27021,0.995054892,Monthly,32844.66173,0,0.620606275,8.654679971,7.797128781,4.016691456,498.5955465,0.970620846,0.171122422,47.52549026,50.20716073,0.380720881,0,0,15644.24577,0,7.484885049
558,43511.62718,Employed,839,0.333485435,24582.61961,56,Master's,Divorced,1,29,558,Business,29946.93235,10.11059942,79,33968.68683,0.88889579,Quarterly,13999.37747,0,0.519757408,4.952989293,3.909221055,-0.707050821,409.1379777,0.695622803,0.913562556,21.48809721,61.02755489,0.667527969,0,0,29440.09114,1,37.40534945
559,55916.78214,Employed,383,0.412783991,40674.07678,41,PhD,Single,8,29,559,Personal,30368.81404,1.626156872,190,67372.39687,0.647968484,Monthly,1440.068528,2,-0.031149058,5.42501178,9.443648368,3.142273281,450.8813376,0.944730128,0.681627498,28.42105869,18.60975678,0.974807767,0,0,14304.58905,1,49.80002398
560,43685.23279,Unemployed,753,0.400698797,47576.10823,50,High School,Married,0,26,560,Business,21519.19053,1.94518874,197,3695.915729,0.622404481,Quarterly,20741.53359,2,0.075541556,13.67521674,1.689426175,-1.11163483,265.7201647,0.316550799,0.699238994,6.207848403,65.56198804,0.606426491,0,0,21833.22578,3,61.56498983
561,54346.62285,Retired,813,0.421200829,2081.241285,35,PhD,Widowed,0,26,561,Business,22160.34092,13.00048776,212,13773.2239,0.608832938,Annually,21677.15514,1,-0.880911724,13.94019605,9.651112335,3.509308274,300.8512383,0.333774792,0.985481751,30.3970276,45.66009242,0.721485409,0,0,11168.21664,2,95.80345197
562,81131.01198,Employed,686,0.307203227,49143.54234,73,High School,Single,2,4,562,Auto,3642.696559,10.73433563,24,68794.03716,0.568347537,Monthly,23358.70667,2,0.111014705,10.29455573,3.211345832,1.366291184,308.8335237,0.854724594,0.075196554,32.07040934,62.02048319,0.08800525,0,1,32017.38183,0,33.07878202
563,63066.87055,Self-employed,649,0.156129807,5220.474814,45,Master's,Married,5,17,563,Business,26310.77901,5.082491397,225,21630.8802,0.775665275,Monthly,35241.20827,2,0.582683048,12.19411679,1.081847623,-3.589533664,177.6378157,0.149854921,0.428592607,96.18331663,23.96048229,0.627812429,0,0,21853.63365,4,76.08740521
564,45109.64702,Self-employed,595,0.368462989,40904.95218,74,PhD,Widowed,4,14,564,Business,25732.23429,10.78749834,231,85829.97374,0.802700186,Monthly,15442.19046,0,0.147655147,11.87917502,4.904272329,1.496631635,375.7956625,0.945927861,0.239095393,58.97288255,43.43948939,0.453849777,0,0,1789.74792,2,53.13576196
565,68018.20883,Retired,557,0.348189514,14736.40288,69,Master's,Widowed,1,18,565,Personal,8327.916609,12.19816503,297,6329.793327,0.85275133,Quarterly,15764.02566,1,-0.46938726,10.94185918,4.230733867,-3.086552373,461.1906894,0.507474355,0.630426465,78.73824254,21.02012145,0.885782358,0,0,2380.084707,3,22.00899321
566,43878.8694,Self-employed,380,0.396901275,7476.80323,49,Master's,Widowed,8,27,566,Business,6088.129919,5.641722822,255,21940.45729,0.840106685,Monthly,3027.612812,4,0.335096545,12.92732346,5.851801047,-0.880773721,165.4823273,0.926413879,0.806811684,4.537725278,87.53051568,0.3882111,0,0,24085.58161,3,61.53054291
567,19428.13197,Retired,567,0.167952402,22552.92635,29,High School,Married,9,1,567,Personal,7055.052039,1.986504596,269,99856.74472,0.646166656,Quarterly,34341.0608,2,-0.27702314,11.22487948,8.170955745,-3.297044157,134.5273094,0.336792789,0.966310709,10.65366936,48.7961045,0.679454144,1,0,9978.067478,3,96.71761783
568,34878.70534,Self-employed,718,0.17799008,32553.87239,65,PhD,Widowed,3,22,568,Auto,5950.384078,14.09251818,69,43591.07221,0.665155503,Monthly,28391.30457,2,0.089746569,9.408027669,8.581877219,-4.779838843,395.2875622,0.715958904,0.454596107,81.45369609,22.49814156,0.228153728,0,0,29667.06036,4,12.43082993
569,21938.12118,Unemployed,534,0.456163807,19666.64041,59,PhD,Widowed,3,16,569,Personal,30875.70158,6.159927817,47,70445.08352,0.840757268,Quarterly,17471.25563,4,-0.024869273,5.843476351,4.611069997,-2.881134606,209.2807327,0.482875122,0.786218231,62.35495494,4.120869574,0.259372534,0,0,21001.39731,0,50.72797645
570,44727.29774,Employed,610,0.399991119,3673.705006,44,Master's,Single,4,3,570,Mortgage,10627.64997,2.937503804,339,18674.97336,0.67472382,Monthly,35259.44895,0,-0.237649998,11.92665773,4.868611693,0.363720237,349.5450166,0.62680363,0.917051592,19.09820305,67.57386647,0.376122431,0,0,33066.57194,0,5.160835415
571,50276.27569,Unemployed,656,0.463291395,30373.59584,27,Master's,Divorced,7,23,571,Mortgage,13320.07746,8.140067764,204,61181.93913,0.606311595,Annually,26867.88746,1,0.437755961,8.681254414,2.333599573,-0.184390322,378.3033352,0.504372493,0.683325433,40.47954059,21.4644714,0.304063538,1,0,47667.36353,1,32.12162989
572,75146.55968,Employed,512,0.403486128,45217.76053,63,High School,Married,9,21,572,Personal,9505.035063,11.87431524,344,72747.5538,0.687168077,Annually,23462.24729,0,0.767752224,6.537500208,1.42792848,0.014970955,228.7643054,0.967115617,0.242732552,53.86725,98.95821923,0.253878839,0,0,26908.0706,1,62.06026776
573,54903.91061,Employed,348,0.338862122,19777.55293,74,Bachelor's,Divorced,3,9,573,Mortgage,47933.92992,4.492238747,61,31790.42527,0.636042079,Monthly,25566.22718,3,-0.989574963,12.62335531,6.770934912,-2.523131216,426.057839,0.692105398,0.607854151,84.36098291,53.37003734,0.049668706,0,0,39581.55158,1,84.1056936
574,46713.49207,Employed,426,0.361653095,11600.3061,69,Bachelor's,Single,4,23,574,Auto,42876.25569,5.138115677,43,82975.26264,0.544156361,Quarterly,31817.40626,2,0.867233038,11.3605632,1.57993863,1.851612006,319.9955928,0.251318969,0.969952048,6.041199169,28.89769962,0.836746332,0,0,37899.00882,4,73.03284217
575,62441.08372,Unemployed,522,0.45565117,22686.28995,59,Master's,Divorced,3,4,575,Mortgage,12294.24703,4.776652322,109,60540.04906,0.915069451,Quarterly,33000.13023,3,0.023030272,14.24807476,7.604471075,2.042632868,447.5997632,0.909676922,0.987553829,59.67222894,65.76774338,0.064301531,0,0,46167.76411,2,46.28567782
576,16832.97036,Employed,578,0.331522702,3369.772841,49,Bachelor's,Widowed,5,21,576,Personal,17050.7484,14.88758621,54,39217.73946,0.926555695,Quarterly,14447.89096,2,0.401463761,4.98529968,5.851811305,-1.420321744,405.317421,0.294029738,0.642359824,71.70359216,27.52199234,0.887365516,0,0,11486.87549,0,90.92227571
577,53534.21837,Unemployed,707,0.35295653,41203.89164,59,Bachelor's,Widowed,2,5,577,Auto,11284.74927,4.164950405,345,55985.41814,0.60987515,Annually,7037.16817,3,0.711249132,10.79027142,2.787246804,3.811700885,447.4302528,0.371605099,0.886987758,97.78918579,82.02742939,0.125465389,1,0,41539.02157,1,30.2714665
578,61562.97791,Retired,804,0.162590686,41490.69974,43,Bachelor's,Married,7,11,578,Mortgage,25101.92201,9.269522929,321,57887.70432,0.5323861,Annually,7831.70906,4,-0.065792615,5.930873617,5.855706492,1.440232166,108.0645528,0.102123698,0.200349364,80.71600783,30.82360509,0.065261737,0,0,45370.49855,4,75.39834102
579,27821.20631,Self-employed,593,0.289568488,29812.02271,42,Bachelor's,Married,5,21,579,Auto,1960.916091,13.99107266,58,16970.76162,0.869413719,Annually,31969.5443,2,0.669948147,13.84299582,2.646979449,2.130392753,197.4025043,0.89996652,0.246078605,27.62273136,98.82477324,0.563004764,1,1,20245.38607,4,47.40090217
580,67156.31065,Self-employed,576,0.386558845,18302.04156,28,Master's,Married,9,26,580,Personal,33897.03244,3.48310368,281,40571.8708,0.605764313,Quarterly,43643.66429,2,-0.644760361,4.193992971,4.948634868,-2.226600821,136.0031762,0.286112023,0.952887613,70.95791939,60.51447854,0.502441793,0,0,16376.99354,1,89.86357547
581,55077.44611,Employed,737,0.208377079,40189.38486,40,Bachelor's,Single,4,9,581,Mortgage,26634.74934,14.60653167,322,34671.34351,0.696717745,Quarterly,20474.81392,3,-0.681664931,10.87394168,8.196042846,-4.993883648,276.8332069,0.258917618,0.135235375,76.32778849,84.44111489,0.491234569,0,0,47649.75957,3,79.74328217
582,43770.68129,Unemployed,406,0.180901672,28179.66421,51,Bachelor's,Married,1,26,582,Auto,45033.30749,14.29094266,74,40389.8209,0.532067626,Quarterly,8476.008016,1,0.314942738,12.49302866,5.157273641,3.653756121,455.9840486,0.920262598,0.191106438,72.97354999,7.281546958,0.574504328,0,0,31754.00828,3,90.14696613
583,59491.72799,Self-employed,719,0.225530723,41470.68312,74,High School,Single,9,3,583,Auto,9055.241532,13.44172183,30,76230.50355,0.613134792,Monthly,37830.12491,3,0.740286011,7.259014084,2.338293865,3.224243846,287.0161049,0.805526862,0.420548599,82.0144068,34.82994174,0.287056606,0,0,19653.14778,3,21.42478489
584,84060.39287,Unemployed,728,0.196600251,31941.48084,69,Master's,Widowed,9,6,584,Mortgage,40401.35306,4.396513038,358,48512.57154,0.896451139,Monthly,41624.47372,2,0.784852355,14.44965695,7.514458136,-3.76808112,439.8852178,0.141078922,0.589584288,90.37299762,73.74870862,0.662949273,0,0,39799.55833,1,66.81504321
585,52727.99383,Unemployed,674,0.185965055,39435.86819,57,PhD,Divorced,6,24,585,Auto,39806.08971,10.05974326,112,94061.45725,0.902198223,Monthly,44029.12216,2,0.287480917,13.20876822,2.680915746,-1.25894865,230.8712952,0.769324504,0.603817219,9.842986899,65.50590173,0.50240222,1,0,15919.22118,4,73.84634081
586,53723.30879,Employed,372,0.269940337,30329.58667,40,PhD,Widowed,1,11,586,Auto,7231.878272,11.77203488,48,29720.80313,0.603542412,Annually,30341.57145,1,0.05097846,6.535419596,7.646948869,1.613393084,235.8280291,0.913033098,0.291976009,10.47638577,19.42431214,0.334743467,1,0,9643.971717,4,74.24142653
587,43109.58651,Self-employed,329,0.463135406,21292.91234,46,High School,Widowed,0,9,587,Personal,20529.40198,14.81137703,118,41862.50604,0.667956923,Annually,43036.42797,0,-0.337213825,3.090493113,5.314170603,1.521108572,458.2246921,0.078511218,0.920613898,79.63999888,35.62029305,0.826500667,0,0,27654.51215,0,50.40004505
588,37252.33446,Employed,487,0.302823859,47939.34714,48,High School,Widowed,6,29,588,Personal,9337.479416,3.935721598,103,78802.20264,0.56711921,Quarterly,770.7479224,1,0.960000831,6.559886113,5.083675832,3.603503348,270.3268586,0.825214995,0.915099908,25.23724765,26.34434075,0.727721096,0,0,28744.3902,3,1.125052235
589,62455.03725,Employed,663,0.175168152,27514.57742,24,Master's,Married,4,15,589,Personal,13481.30452,11.84134964,319,54829.44704,0.537086315,Monthly,5361.790088,0,-0.360608627,6.375725646,8.662915341,-3.597318384,415.9061951,0.547420052,0.392068053,5.854142195,61.33701698,0.393610342,0,0,41461.57763,1,26.14307839
590,37158.74261,Self-employed,750,0.130788668,30649.38641,57,PhD,Married,0,23,590,Personal,13899.06257,6.073815794,196,54929.30057,0.996085857,Quarterly,4628.803353,2,0.488372214,13.67957529,7.377431719,-0.700602522,194.6574192,0.669197449,0.434291769,40.1229181,34.45682295,0.847617785,1,0,23394.3404,0,32.3300875
591,51073.49356,Self-employed,494,0.378462458,11803.89433,50,Bachelor's,Married,3,28,591,Personal,28255.58331,3.870957285,227,5807.346219,0.827796976,Monthly,35630.23421,4,0.0639636,14.60545414,1.296197173,-4.027755821,479.5203319,0.492854339,0.702497117,81.98769118,30.9054242,0.92025825,0,0,40914.74044,4,85.20366173
592,42835.1383,Retired,455,0.253119506,31656.88868,38,High School,Divorced,3,3,592,Personal,21159.13566,7.188588706,39,40160.66644,0.771048255,Monthly,3479.089177,4,0.217024685,3.845279832,3.665568831,-1.104047516,329.8312986,0.697803085,0.662995896,12.65650238,20.73779804,0.536866267,0,0,16254.81129,0,84.08858171
593,57184.69739,Retired,471,0.428732379,29008.77482,19,PhD,Married,9,1,593,Mortgage,47438.9074,12.21678481,47,27438.00638,0.88274925,Quarterly,24818.21862,3,-0.213038899,8.655537942,8.838285948,-4.848925544,403.7294274,0.034097862,0.382297015,67.18419718,40.90271209,0.21495245,0,0,29193.04191,3,10.4680104
594,55004.93158,Unemployed,340,0.363804307,10057.0815,35,Master's,Single,6,20,594,Personal,7192.136955,7.77547235,331,99933.84472,0.92003858,Quarterly,23635.34493,1,0.929646251,9.579983982,1.164935517,3.982730651,135.8062799,0.762706723,0.414244252,0.361586177,19.55025902,0.915792157,0,0,11215.16617,2,94.98358818
595,65563.09916,Self-employed,362,0.41849658,3919.76777,64,Bachelor's,Widowed,8,29,595,Auto,48710.91461,8.756561853,29,31181.32953,0.903357384,Monthly,15535.17618,1,0.143364652,4.114939936,5.907281016,0.270439968,297.0656903,0.033343698,0.348038943,10.97374472,96.25695874,0.18947962,0,0,19886.85159,3,18.24574867
596,42349.75402,Retired,322,0.208778416,30613.60667,50,Master's,Divorced,1,22,596,Mortgage,12301.29337,14.93465204,356,88507.40521,0.508269725,Monthly,43520.2585,4,0.875575261,7.52997251,7.550431023,3.498022608,460.4153991,0.455299848,0.235385007,35.08503458,15.45018115,0.048423226,0,0,43019.44519,3,41.43594513
597,45951.87597,Unemployed,659,0.376943569,38420.9212,54,High School,Divorced,0,19,597,Auto,38870.82288,6.887975544,207,67785.25664,0.593403949,Annually,8521.660094,0,-0.984817168,6.804989009,6.596704769,-4.40095299,450.8154516,0.150964993,0.458138363,8.360228102,91.3304715,0.327487009,0,0,11583.42148,1,21.51569661
598,35318.54426,Unemployed,374,0.205624794,26646.66718,51,PhD,Divorced,1,14,598,Personal,17609.52638,9.807910189,89,34421.18271,0.827452651,Quarterly,17623.13922,1,0.145341166,9.432676252,7.844789819,-2.725418895,118.7255829,0.823574277,0.686434132,84.59016674,42.84730982,0.726966344,1,0,40701.73368,2,86.03324688
599,43335.6011,Unemployed,417,0.475627392,12111.85864,37,PhD,Divorced,6,17,599,Personal,8010.988375,6.430796722,178,54581.67065,0.687879674,Quarterly,38708.575,0,0.434373779,10.9342908,7.53122664,-2.406200048,221.4793877,0.313660909,0.741966705,86.40705031,37.78659916,0.923274086,0,0,14860.71123,2,74.94020319
600,55659.5074,Retired,679,0.354549713,33659.57686,52,PhD,Divorced,9,22,600,Auto,43036.57008,6.802606225,101,84133.32005,0.991241326,Quarterly,1521.11572,0,0.490160342,11.44182133,7.228276256,-1.133085054,277.3280026,0.454093545,0.778873648,75.55707031,23.13198009,0.637285647,0,0,2689.996264,2,35.35288069
601,61354.82925,Self-employed,589,0.22980472,4925.180604,68,PhD,Single,5,14,601,Auto,16134.18406,10.89115017,275,88395.14565,0.832702396,Quarterly,33647.52001,0,0.809953764,4.641060283,8.393858748,3.028663724,168.9059257,0.428750741,0.374732013,24.24796314,63.57563344,0.951838547,0,0,6386.793933,4,68.1878626
602,36167.52014,Employed,739,0.207804745,22649.85154,67,Bachelor's,Widowed,3,17,602,Auto,33283.91481,14.16147418,219,16459.19056,0.978274454,Monthly,40819.88632,0,-0.991196782,12.75537242,6.811216016,-1.134421263,391.9993244,0.772501966,0.764635994,52.32470752,68.5528015,0.092370839,0,0,37548.09772,0,18.43668842
603,63044.0888,Unemployed,306,0.176370634,9004.971162,71,Bachelor's,Divorced,0,25,603,Business,28755.74057,8.821845832,223,34287.52755,0.600723241,Annually,46613.39194,3,-0.999339681,11.14250436,4.621766448,-2.953464704,173.8047982,0.48114436,0.006516316,18.41885255,46.75709623,0.06075373,0,0,13841.4754,4,38.22970924
604,70334.56788,Retired,495,0.377856384,10038.4935,35,Master's,Widowed,0,27,604,Business,24116.05916,11.87339904,282,33854.70643,0.931978514,Quarterly,43814.83202,3,-0.055473078,13.668899,5.247181989,-4.350097397,238.6558777,0.788958335,0.477049938,28.12784501,5.570689569,0.604191951,0,0,33053.13402,2,37.71075883
605,56201.52355,Retired,720,0.187486245,10912.40351,63,Bachelor's,Married,4,14,605,Business,25295.15416,2.704288544,274,4683.45721,0.660676153,Monthly,15969.20584,4,-0.94141259,8.392032713,7.450523044,-4.205082516,365.3122547,0.073508277,0.7939044,51.60052922,91.85101507,0.966116322,0,0,35260.74624,1,23.79366817
606,78151.93719,Employed,492,0.338121306,19948.6458,41,High School,Divorced,0,12,606,Business,36879.65779,4.350633505,284,60024.65711,0.994782404,Monthly,29318.20707,3,0.949065107,13.72667715,8.886754267,2.60047206,292.8357378,0.191593968,0.630044721,73.50138085,98.03291329,0.502721309,0,0,17910.80476,3,87.63120496
607,38393.16201,Employed,447,0.205854011,3506.360075,25,High School,Divorced,6,16,607,Mortgage,5300.872792,8.278777152,353,85554.59527,0.578844336,Monthly,3864.674658,1,-0.555869651,13.38928947,3.449969208,-0.55197009,395.4284155,0.55153425,0.474063124,9.465438039,43.10434152,0.051515226,0,0,24271.03037,3,67.88457355
608,31330.17945,Retired,501,0.364787578,20491.87861,47,PhD,Widowed,0,1,608,Personal,33740.85244,1.770158269,225,38466.65159,0.758169909,Monthly,12893.50018,3,-0.054670541,8.260911988,4.078691164,2.26181122,484.4831605,0.947088325,0.644642007,29.66966976,61.36608074,0.221218656,0,0,20784.58743,4,27.99393106
609,23319.19627,Self-employed,743,0.425975891,26073.66491,61,High School,Divorced,0,13,609,Auto,44894.79297,4.913542213,75,74133.57653,0.896422267,Monthly,4711.118937,1,-0.87772474,7.573719784,9.376654567,1.822871218,146.6186751,0.074757847,0.906946003,92.66213486,45.02986262,0.244792906,0,0,47420.10082,4,24.21207606
610,72440.66467,Employed,718,0.411210097,24681.41996,70,Master's,Divorced,1,6,610,Personal,3831.621654,8.484917413,23,62956.19115,0.71632124,Quarterly,15759.36451,1,0.044096832,14.19374418,6.206606132,-3.646375382,383.8270866,0.043084216,0.566381801,42.91233178,32.18796509,0.337857129,0,0,16677.49426,1,1.7953471
611,59815.48485,Retired,726,0.404340532,19756.42092,27,Bachelor's,Divorced,9,17,611,Auto,7892.013622,1.701976176,221,37877.04918,0.73404203,Quarterly,43759.36067,0,-0.24008775,11.58197681,2.610656354,-3.571120658,192.1376623,0.156550675,0.799786191,93.88696739,7.731879286,0.043603384,0,0,9982.829069,3,34.65822538
612,49166.22994,Employed,778,0.175088962,42118.1838,40,Bachelor's,Single,2,12,612,Personal,36114.9649,5.071374864,323,14535.45005,0.993177898,Annually,17358.34198,4,-0.910679942,14.13894416,6.97325625,2.553420154,265.790691,0.641153129,0.980742725,99.14005416,45.60677304,0.9048927,0,0,18914.0493,4,52.67712833
613,54199.52939,Self-employed,774,0.135353979,8121.007929,69,Bachelor's,Single,0,23,613,Mortgage,22426.80076,8.439416063,185,71077.72335,0.712654075,Quarterly,28094.90515,0,-0.329751467,12.56369735,9.9168594,2.212682935,113.1450903,0.398992917,0.705568202,52.66598261,81.83845564,0.515563945,0,0,33806.26967,0,27.77109419
614,33117.66429,Unemployed,425,0.379579531,25779.14045,66,High School,Divorced,8,19,614,Business,20773.88242,9.237514848,267,85529.23431,0.80203605,Monthly,21669.04241,0,-0.21712796,10.31156927,8.41108208,-1.219692331,154.3629529,0.825552379,0.573325764,28.80440098,1.703146109,0.670930793,0,0,35170.77183,4,70.04582764
615,86686.27969,Employed,694,0.247338886,4040.029431,28,Bachelor's,Single,9,6,615,Personal,7711.365093,13.99764786,112,68742.52199,0.52726983,Annually,22945.82621,3,0.979842983,4.390233324,7.711670229,-4.225777367,227.9109156,0.071933151,0.037485947,79.07768086,58.21076832,0.067172837,0,0,46278.80845,4,41.1749529
616,51938.31773,Self-employed,624,0.272938491,4486.628265,19,PhD,Married,7,7,616,Auto,25831.732,10.21216591,27,2278.909161,0.92110504,Monthly,48478.60259,3,-0.584228256,6.497768071,2.872419888,-4.879019783,236.7943221,0.196414087,0.374477898,15.93107355,88.07721087,0.054115468,0,0,44205.96976,2,31.6317837
617,51640.92192,Retired,691,0.112459637,29119.42663,43,PhD,Divorced,4,1,617,Personal,7200.720249,7.098933334,208,22015.17299,0.824084024,Monthly,14807.72341,1,0.089559231,14.62610889,8.885258062,-2.118430505,459.8340866,0.300026405,0.565442734,25.20468597,21.754943,0.586467772,0,0,15127.7055,0,93.90576588
618,60886.49936,Employed,739,0.20383058,28734.90282,53,PhD,Married,1,1,618,Mortgage,24354.40236,14.05974089,269,7413.258496,0.702010051,Quarterly,31366.22348,3,0.974631098,6.833065185,5.732099592,-4.907777264,396.7251637,0.626730087,0.797206572,78.48799095,18.32558647,0.887296011,0,0,23302.9992,0,26.28008773
619,57215.13848,Employed,503,0.113470562,44023.64213,50,High School,Widowed,4,29,619,Mortgage,38417.14965,12.09592028,255,57253.41691,0.50808477,Monthly,21003.13348,3,0.584038416,4.119058437,9.003610199,-2.699273789,488.8731873,0.68517269,0.43810479,43.36459247,77.22766257,0.528482001,1,1,37616.18042,1,39.82576201
620,53358.26036,Retired,785,0.451674309,28335.81011,64,Bachelor's,Married,5,5,620,Personal,13654.95354,4.200120435,359,75769.52904,0.79583441,Quarterly,3057.309052,2,0.986735002,11.49064027,3.968450465,-0.804992598,339.6286041,0.124203294,0.960058276,20.1537937,25.50864311,0.877819173,0,0,45910.32675,2,38.22907885
621,38142.88317,Unemployed,330,0.197358673,48029.76,30,High School,Widowed,0,6,621,Business,24558.52224,3.266371878,260,11502.62911,0.506328914,Monthly,24466.54158,1,0.936596629,11.80805105,1.558459474,-3.785842347,196.6854928,0.943804709,0.271793753,65.1125745,19.19842676,0.810991273,0,0,17521.08563,0,24.11983457
622,57072.02536,Retired,687,0.322934868,3386.047572,57,Bachelor's,Divorced,3,16,622,Auto,49608.7825,10.62345708,116,83914.61315,0.500601807,Annually,40667.16645,1,-0.020920916,6.425492643,5.283783718,-3.957222422,231.062012,0.341044135,0.744567195,73.27618614,37.79892506,0.075853786,0,0,22777.63027,2,21.74767398
623,78230.36745,Employed,733,0.115591728,5802.376554,42,Master's,Widowed,8,25,623,Mortgage,34645.87074,9.058422735,193,55773.14335,0.808049281,Monthly,4937.648434,2,0.3927517,6.572063752,3.428538443,3.964374357,227.9343693,0.713168763,0.419031417,12.50712395,39.25020123,0.201957474,0,0,45074.43525,2,30.23800188
624,70181.30069,Retired,675,0.366738957,3159.227217,21,Master's,Widowed,1,16,624,Mortgage,42226.48179,12.16059379,166,69151.91671,0.594508534,Quarterly,3479.59237,1,-0.779113746,8.626715826,7.437063608,0.85470029,230.5977311,0.524207719,0.485988495,27.698026,87.4101063,0.657710669,0,0,18565.70978,3,86.42361699
625,73897.7994,Self-employed,643,0.229210938,10078.56567,59,High School,Married,4,14,625,Personal,21327.53272,11.47386818,298,97154.48394,0.595943775,Monthly,7681.57602,4,-0.11770235,3.261467397,9.613958976,4.344556868,369.1856692,0.222758114,0.802502034,22.12767554,61.84434719,0.443501383,0,0,24545.13632,0,76.70828872
626,42331.76485,Retired,742,0.459167675,27522.23544,36,PhD,Married,0,1,626,Mortgage,38625.18523,9.940355707,180,8826.258331,0.826635783,Quarterly,38220.00557,4,0.618037085,12.47187612,7.21876736,-1.541738362,312.3231712,0.846228323,0.296215262,37.98546288,40.59614563,0.290699814,0,0,45320.70292,3,68.09995142
627,35155.9277,Employed,374,0.455247276,32633.03689,35,High School,Married,3,13,627,Mortgage,2984.949474,14.81615932,58,90171.79029,0.526848594,Quarterly,36199.76921,2,0.010670642,6.805065447,8.982405367,1.771449373,254.1696712,0.818238028,0.096812057,76.34448956,53.43879643,0.418633856,0,1,40309.91768,4,45.71029926
628,48113.1962,Retired,454,0.230116247,3233.672739,54,PhD,Divorced,3,20,628,Auto,7022.647945,8.703461356,54,13047.21825,0.656702781,Annually,28250.88845,3,0.405398066,13.24515722,5.077216122,-2.953083254,159.6359075,0.396071854,0.520255585,71.37081023,95.39652333,0.445199646,0,0,12928.11533,4,50.77539846
629,50835.87368,Unemployed,729,0.460384358,47352.5736,47,Bachelor's,Divorced,5,10,629,Business,10950.45905,3.026927713,332,39599.40126,0.574715951,Quarterly,23411.3202,4,0.49150266,12.63156506,7.944766635,1.183403173,108.8556652,0.588607586,0.528794612,66.25239104,11.32146766,0.910552251,0,0,16914.95821,3,26.71388455
630,66412.87278,Retired,662,0.498463069,42266.10346,36,PhD,Married,9,24,630,Auto,20695.64431,12.68169313,317,85218.15028,0.790088185,Annually,44416.29074,2,-0.493061718,10.9368244,8.58739093,-3.7041427,187.533871,0.257825696,0.797167772,0.628554587,20.77155217,0.103458284,0,1,18294.97765,4,7.431591384
