borrower_id,income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,age,education_level,marital_status,num_of_credit_inquiries,credit_history_length,loan_id,loan_type,loan_amount,interest_rate,loan_term,collateral_value,loan_to_value_ratio,repayment_schedule,current_balance,num_of_late_payments,loan_default
311,46734.78195,Employed,784,0.478693492,22024.0561,66,Master's,Divorced,6,29,311,Mortgage,23963.93021,6.204452673,55,43506.59401,0.745570485,Annually,32729.24001,3,0
312,66481.65278,Unemployed,371,0.142362322,14520.21202,73,Master's,Married,6,17,312,Business,46990.33374,3.918925607,196,66959.40668,0.841239533,Annually,5174.87518,2,1
313,62381.24523,Retired,537,0.161931445,38660.48521,20,Master's,Married,3,17,313,Personal,10105.77072,10.23544724,252,43227.16929,0.550787272,Annually,12675.30945,1,1
314,62202.64454,Self-employed,403,0.477894504,12087.34907,60,Master's,Single,0,12,314,Mortgage,48921.67776,7.767676986,342,44408.13638,0.664176037,Annually,45948.96628,2,0
315,69582.18211,Retired,509,0.394614091,34925.361,66,PhD,Divorced,7,28,315,Mortgage,49720.1113,8.186788234,221,7029.985536,0.537636121,Annually,33497.13067,2,0
316,50315.05762,Employed,767,0.45319753,12433.30831,72,Bachelor's,Widowed,3,20,316,Personal,28225.24058,7.273839138,34,40443.63315,0.53668038,Quarterly,672.2021992,1,0
317,60229.29457,Retired,753,0.181053054,31641.17833,43,PhD,Widowed,0,18,317,Mortgage,9336.994269,14.40626609,135,76602.36538,0.597919621,Annually,10231.27363,2,0
318,45345.99865,Self-employed,567,0.335034348,37606.83509,52,PhD,Divorced,4,3,318,Auto,16489.13951,4.398924189,97,91560.04555,0.742626627,Quarterly,34141.8633,0,0
319,54862.49529,Retired,685,0.380455838,11716.98056,25,High School,Divorced,7,11,319,Mortgage,21800.1488,8.474967508,54,41642.96514,0.892387161,Annually,38219.96013,3,0
320,48047.85418,Employed,686,0.372044754,3937.221742,69,PhD,Divorced,3,25,320,Personal,16156.88699,11.43623447,51,42646.78977,0.742747946,Monthly,41992.97863,4,0
321,51454.93947,Unemployed,558,0.263260676,7417.713407,53,Master's,Single,7,18,321,Auto,14751.14341,9.017399577,314,70411.39708,0.667738305,Annually,14608.84017,1,0
322,58927.35538,Retired,582,0.106157957,30693.8514,70,Master's,Married,7,4,322,Auto,48639.25575,14.04178196,180,94305.81411,0.541176495,Monthly,46551.42981,0,0
323,37726.68975,Employed,339,0.333170423,42622.87391,71,High School,Widowed,2,17,323,Mortgage,8514.876543,6.602572801,186,27072.56355,0.775147762,Quarterly,27647.34468,4,0
324,81385.80914,Employed,785,0.201240616,3204.844241,24,High School,Single,8,18,324,Business,36933.06753,7.759623378,31,44294.34855,0.635634293,Annually,34826.95112,4,0
325,34909.73928,Self-employed,519,0.280101698,36973.41169,63,High School,Divorced,2,5,325,Auto,1020.104183,2.695051255,120,79699.33773,0.807467089,Quarterly,29836.94314,4,0
326,31787.17081,Self-employed,428,0.483032406,17724.61365,63,High School,Divorced,0,14,326,Personal,30212.9508,9.721487999,204,61164.51015,0.98859387,Annually,6137.002734,2,0
327,67371.6631,Retired,819,0.259614127,24447.89013,53,High School,Married,1,10,327,Business,45881.20719,5.390861574,255,11503.34122,0.555657161,Quarterly,48155.73297,2,0
328,61874.94041,Unemployed,559,0.435920643,46514.11794,33,PhD,Divorced,5,15,328,Business,15108.77061,3.664172033,335,62959.40719,0.606062699,Annually,6143.778995,2,0
329,59361.79726,Employed,665,0.175416242,17266.60373,41,High School,Single,9,1,329,Auto,10090.77279,8.851172454,291,19081.25532,0.736547269,Annually,12744.09782,2,0
330,59425.18264,Retired,843,0.368984199,23801.50976,71,PhD,Single,1,16,330,Mortgage,32932.30995,8.686188556,239,51266.48544,0.984306908,Monthly,40681.39401,0,0
331,49816.29841,Employed,823,0.490802782,1670.438323,18,Bachelor's,Married,5,11,331,Business,35917.46896,2.524267157,47,53145.77513,0.885904888,Quarterly,30929.84808,2,0
332,36541.18443,Employed,315,0.14075724,4998.33728,66,High School,Single,0,23,332,Mortgage,34713.49543,10.92590862,56,87682.23454,0.949114597,Quarterly,41907.45827,1,0
333,51137.06837,Unemployed,428,0.103327977,13670.98797,42,High School,Widowed,0,20,333,Auto,16646.52712,9.920924574,39,46518.18026,0.666857424,Quarterly,25786.80942,4,1
334,39842.57433,Unemployed,408,0.273433117,2364.7598,27,PhD,Single,4,6,334,Personal,13357.91771,4.051733317,165,28304.52101,0.996019237,Quarterly,18849.66177,0,0
335,64626.796,Retired,832,0.137050193,31937.39098,71,Bachelor's,Single,9,24,335,Business,47840.0212,7.837370639,34,23481.15165,0.551416408,Quarterly,46092.27498,2,1
336,47794.13928,Unemployed,568,0.39935374,21893.51948,33,PhD,Single,8,29,336,Personal,46241.67591,11.22435937,218,87488.06173,0.526486453,Monthly,1812.615876,4,1
337,37617.54205,Unemployed,461,0.465819466,27859.11493,33,PhD,Widowed,7,22,337,Mortgage,23408.51388,8.647382497,102,17515.58001,0.927801314,Annually,42806.51102,0,0
338,45179.21238,Retired,559,0.273608389,9557.712109,25,High School,Divorced,2,16,338,Mortgage,42463.49944,6.839102528,49,42873.92181,0.963632435,Monthly,11540.88926,4,0
339,56193.97181,Unemployed,401,0.203484657,15500.66944,46,Master's,Single,2,2,339,Personal,23163.8504,5.851569184,239,19123.72494,0.545292679,Quarterly,42436.81639,0,0
340,41544.13171,Self-employed,805,0.273761328,33527.39927,56,Master's,Married,0,1,340,Auto,21795.06189,9.7403172,213,77443.75199,0.556713713,Quarterly,6959.830671,3,1
341,37666.69407,Employed,546,0.389379127,48299.83346,45,PhD,Widowed,2,24,341,Auto,8681.384432,14.17796743,320,47700.07768,0.516587079,Annually,29010.94818,0,0
342,53655.30817,Employed,836,0.103621665,3470.421907,23,High School,Married,0,24,342,Business,21893.89677,10.56855535,265,35438.79721,0.552253781,Monthly,44405.39595,2,0
343,53674.49857,Employed,430,0.335781596,44628.83172,33,Bachelor's,Single,7,9,343,Business,27333.42999,2.509069699,49,36429.41424,0.604709908,Annually,23676.98234,4,0
344,42395.85237,Employed,652,0.345316674,29267.17886,37,Master's,Married,0,22,344,Auto,2102.712044,7.719247142,232,85295.31357,0.985038309,Annually,37328.33369,4,0
345,42934.42542,Retired,495,0.355075299,28632.05877,33,Bachelor's,Single,4,12,345,Auto,22761.53725,13.52612578,198,55600.50845,0.833930111,Monthly,40233.58089,4,0
346,53480.74906,Employed,681,0.196808832,25513.64823,24,Master's,Widowed,8,17,346,Personal,39286.4547,2.775242748,54,71927.85119,0.889276513,Annually,36824.71044,1,0
347,28278.73488,Employed,526,0.385621089,4400.310209,58,High School,Married,6,25,347,Mortgage,34322.25676,14.84982211,125,89755.33237,0.888069702,Monthly,46266.48684,1,0
348,28888.04338,Employed,775,0.136556595,5403.965735,31,PhD,Married,3,28,348,Mortgage,32122.69245,14.31243681,271,90223.29677,0.767536875,Monthly,22341.71153,2,1
349,39223.33668,Employed,776,0.179708135,30444.68828,60,Bachelor's,Single,8,29,349,Business,45568.21599,2.55670549,16,33186.65091,0.898744489,Quarterly,8656.271958,3,0
350,46798.29272,Self-employed,564,0.450988019,17706.97,43,Bachelor's,Single,8,15,350,Auto,1883.568481,14.10107983,79,95268.90068,0.797903766,Annually,2390.553185,1,0
351,54663.61348,Employed,671,0.39548926,45946.13526,43,PhD,Divorced,1,19,351,Personal,28295.33172,6.402289969,239,2975.15026,0.657273049,Quarterly,12322.99348,0,0
352,72130.34325,Self-employed,785,0.105498222,20922.93633,31,Bachelor's,Single,9,27,352,Business,39580.09357,12.90357376,134,37995.13832,0.780555054,Annually,7159.875194,2,0
353,62864.89435,Retired,733,0.199350504,8020.791476,24,Master's,Single,9,22,353,Personal,27525.43375,7.148175059,184,89631.98632,0.766754293,Annually,27897.43707,3,0
354,47600.92205,Unemployed,510,0.185762593,36021.22284,50,PhD,Divorced,5,10,354,Auto,16870.88208,7.451544021,347,27826.36954,0.911726527,Quarterly,9247.266861,0,0
355,49714.75688,Employed,676,0.208322531,15374.31765,43,Master's,Single,3,29,355,Auto,7676.27769,10.06228173,164,27671.60431,0.990863609,Quarterly,1946.685364,4,1
356,34962.05953,Unemployed,694,0.199023908,26748.04506,74,Master's,Single,7,26,356,Auto,44490.59052,11.95544516,278,30610.91737,0.705521283,Quarterly,1799.491443,1,0
357,49722.30296,Unemployed,749,0.125010518,35193.80649,62,High School,Divorced,6,27,357,Mortgage,24067.35723,1.956153538,168,61425.18179,0.881695339,Monthly,41578.47492,0,1
358,45670.12042,Retired,663,0.283576207,45112.94145,37,Master's,Widowed,6,12,358,Auto,44027.64465,9.50760594,173,44114.11117,0.549881502,Annually,29572.49657,3,0
359,54840.77841,Unemployed,756,0.39309339,39817.36855,20,High School,Widowed,9,14,359,Business,29706.754,4.02089542,225,72810.11622,0.888415685,Monthly,17904.26509,2,0
360,37591.53585,Self-employed,525,0.34269269,34141.69233,69,Bachelor's,Single,8,9,360,Mortgage,34035.41371,6.170318491,37,89543.60894,0.685708456,Annually,44711.40214,0,0
361,57790.19771,Unemployed,430,0.369148667,34302.02594,21,Bachelor's,Single,4,27,361,Personal,40408.79656,6.197576993,303,67582.83781,0.519695081,Annually,3509.83057,2,0
362,72991.0837,Unemployed,775,0.132459671,47350.30756,43,High School,Divorced,5,13,362,Business,33298.62169,7.832314593,200,20844.43866,0.681623089,Monthly,49016.10364,4,0
363,48368.59777,Unemployed,576,0.480596284,15495.38078,28,Master's,Divorced,0,3,363,Business,20504.68719,6.01084156,133,93301.84928,0.805321375,Monthly,30814.58951,3,0
364,56025.67583,Employed,455,0.435396734,1054.492616,19,PhD,Widowed,5,21,364,Personal,26168.03581,2.949375099,241,26817.0409,0.559625084,Annually,9173.212698,3,0
365,60352.15988,Employed,517,0.422036127,14325.77341,31,PhD,Married,1,29,365,Mortgage,40349.23071,3.46598797,70,15414.48239,0.962017246,Quarterly,33953.45495,1,0
366,43981.69292,Self-employed,489,0.429193522,11676.6776,61,High School,Single,5,14,366,Business,19308.86452,1.951412805,107,9451.744247,0.538836207,Quarterly,38169.06299,3,0
367,53361.38723,Self-employed,716,0.473084203,33429.89467,47,Bachelor's,Married,8,21,367,Business,20017.95138,7.848362652,273,56556.6822,0.96500336,Quarterly,21467.13917,0,0
368,50188.88601,Employed,845,0.317701586,32051.86839,66,Bachelor's,Married,7,10,368,Business,5688.815687,14.38504388,323,11819.36502,0.853568759,Quarterly,43081.63031,0,0
369,51465.14148,Self-employed,340,0.180112807,30079.60775,29,PhD,Divorced,8,16,369,Mortgage,45814.63733,3.061615519,147,14308.20047,0.664856088,Annually,7536.620365,0,0
370,38404.85324,Employed,606,0.346713443,1795.928717,43,High School,Single,9,7,370,Mortgage,5460.779432,14.27457066,294,30353.03282,0.695375174,Quarterly,13941.87918,4,1
371,50367.65261,Retired,637,0.397152597,36710.12467,61,PhD,Single,7,4,371,Mortgage,32762.24969,11.40038045,131,28524.47446,0.870404682,Quarterly,4674.618079,3,0
372,57469.97437,Unemployed,613,0.395166957,16852.99021,50,Master's,Divorced,2,27,372,Business,21246.52946,10.10623384,36,60621.83128,0.80073555,Quarterly,10543.89203,3,1
373,71767.15412,Unemployed,374,0.30857961,33587.74346,30,Master's,Married,7,20,373,Auto,20875.35012,10.2112497,353,81766.15531,0.835821461,Annually,11936.4406,0,1
374,64389.06239,Self-employed,578,0.127383488,28272.343,31,High School,Divorced,5,23,374,Personal,34298.03999,12.66082325,157,76254.29079,0.694582308,Monthly,45881.65955,1,0
375,82297.73686,Employed,475,0.248445175,17793.81535,41,High School,Widowed,5,25,375,Auto,4287.592899,2.943418169,23,26617.20324,0.743906741,Quarterly,3905.484438,1,1
376,38489.78656,Employed,572,0.468306643,7594.237088,51,Master's,Single,5,11,376,Mortgage,30091.58336,8.314183368,98,24908.39455,0.994933742,Annually,21370.75601,3,0
377,63084.80955,Self-employed,588,0.333779564,5626.525985,61,Bachelor's,Widowed,2,16,377,Business,38829.55751,10.91073037,120,96596.25725,0.606961435,Annually,26619.93436,3,0
378,52750.13009,Employed,571,0.315332777,41744.39832,43,High School,Divorced,9,20,378,Business,41582.42514,9.422076008,356,1319.506038,0.708928093,Quarterly,44934.65269,2,1
379,82847.044,Retired,365,0.207541406,46001.47956,38,Master's,Single,0,4,379,Auto,9355.98908,12.74251746,277,88032.19304,0.645911594,Monthly,49884.81093,3,0
380,37875.52572,Unemployed,782,0.247379568,32839.61429,45,Master's,Widowed,3,22,380,Auto,44973.53345,2.475668072,233,20372.98765,0.882555755,Monthly,37669.40575,0,0
381,37404.17237,Self-employed,547,0.458138436,6068.271628,65,Bachelor's,Widowed,9,22,381,Personal,33151.1585,10.82446403,85,94754.79015,0.882006313,Monthly,48539.54953,4,0
382,41009.11032,Self-employed,455,0.366585219,20699.33363,53,Bachelor's,Married,5,23,382,Business,44210.88524,8.70937436,344,34559.57484,0.64622273,Annually,39355.05663,3,0
383,18141.56414,Employed,346,0.414954811,36718.02081,57,Bachelor's,Single,9,17,383,Auto,24778.75514,6.618671664,321,44315.0015,0.540695158,Quarterly,48160.13205,3,1
384,42113.67467,Self-employed,753,0.281738169,39211.22332,19,Bachelor's,Widowed,1,13,384,Personal,27559.63391,6.09371226,113,70858.50109,0.505716338,Quarterly,35363.5363,0,0
385,38613.01008,Retired,500,0.352098888,6792.712492,59,PhD,Widowed,6,11,385,Mortgage,46032.87557,9.881240542,148,58973.07062,0.713725267,Annually,3988.171273,2,0
386,52255.9068,Employed,423,0.199353443,1001.505223,26,Bachelor's,Married,6,3,386,Auto,45095.56762,13.52843756,202,32134.96331,0.705168797,Quarterly,20096.00935,3,0
387,55126.33964,Employed,300,0.382184332,35894.71525,40,PhD,Widowed,3,9,387,Mortgage,22959.8828,8.198375002,153,55606.17613,0.994194939,Quarterly,32329.86419,1,0
388,78142.56259,Employed,490,0.271040533,18473.21262,32,High School,Widowed,3,6,388,Personal,14446.21895,12.63376272,84,73205.33499,0.734901038,Monthly,17535.92547,1,0
389,64256.35757,Employed,815,0.277018206,13469.58525,30,Master's,Widowed,0,22,389,Mortgage,20265.35129,6.929111155,339,4712.327117,0.628209185,Quarterly,13669.19591,1,0
390,41346.44517,Retired,741,0.35972893,1631.97602,40,PhD,Married,1,21,390,Business,20000.4521,2.882325248,178,1614.330873,0.945614721,Quarterly,28869.96336,4,0
391,36523.77993,Employed,442,0.474512249,27474.67093,34,High School,Widowed,8,11,391,Business,15056.47687,2.330327442,179,46077.66044,0.745533975,Annually,46675.09384,4,1
392,57378.78757,Self-employed,490,0.125602539,42706.38604,65,High School,Widowed,9,16,392,Mortgage,14160.40061,2.193014013,65,13617.74347,0.799587818,Annually,1749.093676,3,0
393,30196.50189,Retired,832,0.429897295,47923.95067,19,PhD,Single,7,19,393,Business,43192.08389,6.632026916,270,66602.257,0.547834355,Monthly,38461.56018,3,0
394,77471.88149,Unemployed,526,0.216953244,28721.50258,37,High School,Single,7,27,394,Personal,4423.234114,6.052709636,122,21798.21939,0.691458204,Annually,36136.3639,3,0
395,67691.60181,Unemployed,612,0.277567782,26208.60506,37,High School,Married,8,5,395,Business,34202.94792,11.19214982,243,43568.68513,0.972111837,Monthly,48197.67127,4,0
396,42962.36522,Self-employed,601,0.108765332,5167.762889,63,PhD,Divorced,6,14,396,Mortgage,9468.182521,11.52809027,172,20168.25822,0.794752692,Monthly,46535.56112,3,0
397,24302.98206,Self-employed,759,0.220418431,27894.76728,20,High School,Single,8,17,397,Mortgage,17880.78878,2.186528579,338,55074.11678,0.672250928,Quarterly,38111.6281,0,0
398,70308.08561,Retired,700,0.301052497,19618.97487,72,Bachelor's,Married,9,3,398,Mortgage,4015.608673,4.485164049,30,12047.31921,0.81283359,Monthly,26020.43823,2,0
399,48281.90232,Unemployed,692,0.122470431,30749.62876,29,Bachelor's,Widowed,1,4,399,Auto,14228.70821,5.202534977,301,2799.131852,0.955205545,Quarterly,10213.37766,1,0
400,68567.24468,Unemployed,506,0.296438292,20047.59105,57,Master's,Widowed,5,16,400,Mortgage,38652.63248,8.892761786,61,5587.597992,0.6369953,Monthly,27261.78592,1,0
401,26083.58512,Unemployed,509,0.470844252,12774.65705,19,High School,Married,2,16,401,Personal,44365.7509,3.450955523,186,95448.71493,0.752558359,Annually,38267.5997,0,0
402,41009.37466,Unemployed,414,0.142157287,5653.298486,53,Master's,Widowed,5,21,402,Business,11854.83044,3.308206462,313,14657.47875,0.979345327,Annually,44783.46063,3,0
403,50078.6555,Unemployed,550,0.405776291,16431.00378,31,Bachelor's,Widowed,2,26,403,Business,23713.84412,14.24115,195,70993.58619,0.586198072,Annually,39485.60046,4,0
404,50704.70891,Employed,518,0.263868421,5735.59688,33,Bachelor's,Divorced,7,25,404,Auto,24045.87835,12.35673925,196,7258.65732,0.859831963,Monthly,9763.34676,3,0
405,43249.01793,Self-employed,706,0.362069486,9667.95059,36,Bachelor's,Widowed,3,4,405,Auto,43805.18998,3.938841178,350,11261.95505,0.807240504,Monthly,29984.31571,3,0
406,59342.74899,Employed,742,0.204094639,49379.47177,51,High School,Single,9,19,406,Personal,38377.15359,6.988665407,318,51133.18702,0.839837566,Quarterly,16608.67298,1,0
407,33985.69356,Unemployed,653,0.163796905,22761.07429,61,High School,Widowed,5,26,407,Mortgage,26140.7837,6.30089699,321,46754.65755,0.675609815,Quarterly,460.2833695,1,0
408,47864.30772,Retired,849,0.164185046,27061.71656,63,Bachelor's,Married,8,17,408,Auto,33866.61282,12.178555,357,95182.24079,0.656939687,Quarterly,10011.04679,4,1
409,51804.43448,Retired,441,0.128196778,43807.30791,23,Master's,Divorced,1,13,409,Business,42520.39764,8.387874372,92,94511.12758,0.842104835,Quarterly,5661.032497,1,0
410,57716.58251,Unemployed,800,0.174258682,49782.87612,30,Master's,Widowed,1,26,410,Auto,1467.408747,3.225971449,167,78071.05993,0.607771643,Monthly,42135.95618,3,1
411,60674.22317,Unemployed,846,0.365687754,29553.00802,53,PhD,Married,6,22,411,Auto,20741.61152,11.47639285,286,60409.1321,0.709827372,Monthly,12925.31261,0,0
412,33130.36862,Retired,841,0.452676245,40811.21723,39,Bachelor's,Single,1,23,412,Mortgage,45454.9152,6.857987706,294,45768.55158,0.594087323,Quarterly,14234.89844,4,0
413,26988.28744,Employed,806,0.425650274,17020.11019,35,Master's,Widowed,1,26,413,Auto,37275.33851,5.049477343,260,35939.76417,0.504152421,Monthly,47996.82859,0,0
414,69165.15233,Employed,580,0.374053724,15981.45391,29,Bachelor's,Divorced,3,24,414,Personal,27599.22734,6.569231397,158,94735.21092,0.98502868,Monthly,18954.33615,3,0
415,54984.71018,Unemployed,723,0.144172745,20732.48233,69,Master's,Widowed,8,28,415,Business,26952.58182,8.219713609,18,60489.42674,0.715851489,Monthly,479.2820072,4,0
416,38772.70195,Employed,569,0.215674979,33952.85587,71,PhD,Married,7,1,416,Mortgage,18040.73478,6.132059472,168,58117.7165,0.984674807,Monthly,14192.30742,0,0
417,73267.27963,Retired,453,0.22392275,34427.39277,47,PhD,Divorced,1,12,417,Business,26505.50615,4.76572793,182,23574.16162,0.57016176,Quarterly,5964.97903,4,0
418,51735.11951,Employed,382,0.199982779,16446.7323,70,Bachelor's,Widowed,7,4,418,Personal,33113.77677,6.879777389,80,5146.43288,0.79368339,Quarterly,5140.428087,3,0
419,67689.45776,Unemployed,725,0.306002264,7527.286283,68,Master's,Single,3,11,419,Personal,21499.78888,1.758834295,105,94546.26369,0.600487016,Monthly,3874.364507,4,0
420,51012.77722,Retired,574,0.314221526,31987.41657,57,High School,Divorced,1,5,420,Auto,35993.50417,11.92872092,197,31716.65826,0.895037063,Annually,29662.97351,3,0
421,80911.21887,Employed,583,0.24275439,7287.967247,24,PhD,Single,9,2,421,Auto,43200.37914,3.807756063,181,44537.60782,0.891851494,Quarterly,9467.386181,4,0
422,76330.11264,Self-employed,472,0.241515663,29346.1329,49,Bachelor's,Married,6,17,422,Auto,8579.557561,2.092712284,215,11906.67439,0.556303575,Quarterly,18062.1397,4,0
423,46265.53777,Retired,626,0.431422239,34977.68427,65,Bachelor's,Widowed,5,8,423,Business,23125.80412,10.32493235,53,83773.97083,0.956032226,Annually,43100.88581,1,1
424,64573.56426,Retired,362,0.415717139,35329.96332,36,Master's,Single,9,6,424,Personal,20992.98447,11.94813774,24,3249.367369,0.597314824,Quarterly,21216.90699,3,1
425,59680.63924,Self-employed,372,0.223118333,37920.13342,23,Bachelor's,Married,4,21,425,Mortgage,34685.7754,12.48669328,165,83482.08083,0.806488671,Annually,45784.5675,2,1
426,70529.47336,Self-employed,674,0.465515378,43770.11166,37,PhD,Widowed,0,29,426,Auto,13243.5058,8.162373966,285,14458.35877,0.99281681,Annually,24896.90267,4,0
427,35526.14809,Retired,807,0.481126007,25497.99061,44,Bachelor's,Married,1,9,427,Business,32372.29483,4.272470493,309,88713.12921,0.941198267,Monthly,19941.83074,0,0
428,60290.7719,Self-employed,697,0.230697017,36782.21029,70,Bachelor's,Single,7,13,428,Auto,43996.97284,11.45257364,62,73112.37741,0.978281964,Quarterly,37519.44635,1,0
429,65876.3673,Unemployed,419,0.24176998,31339.46403,60,High School,Married,0,11,429,Personal,21488.44839,10.94612654,223,16884.69112,0.671299386,Annually,3658.754938,1,0
430,23618.9077,Unemployed,736,0.302253661,10145.35705,54,High School,Divorced,2,29,430,Mortgage,45639.7693,4.82465491,155,56798.89029,0.552787821,Monthly,4473.919149,4,0
431,32251.12231,Unemployed,764,0.476448325,2258.792599,65,PhD,Widowed,1,16,431,Personal,49665.02321,13.6960047,14,31609.30328,0.594173437,Quarterly,32598.6857,2,0
432,19411.51733,Retired,585,0.450527773,14942.5279,24,Master's,Married,4,16,432,Business,6198.510447,2.909014684,265,18234.19334,0.750247448,Monthly,24347.03566,1,0
433,45958.89748,Self-employed,564,0.141027185,22708.65161,22,High School,Single,3,27,433,Auto,12419.60621,14.76629123,346,85988.62884,0.896614839,Monthly,39520.76252,3,0
434,60763.13384,Self-employed,619,0.257092297,31238.19128,28,Master's,Widowed,6,2,434,Personal,47568.60782,13.11334545,267,40650.51527,0.575076822,Annually,45813.54187,4,0
435,72535.35578,Employed,675,0.321348476,42648.00719,32,PhD,Divorced,4,10,435,Business,47958.05664,10.78663171,109,40155.09958,0.829865766,Quarterly,19418.34388,4,1
436,51111.42171,Employed,388,0.301252989,10616.04012,20,High School,Widowed,7,12,436,Auto,5787.656494,14.17312349,184,17403.72414,0.661788802,Monthly,29820.50133,2,0
437,74429.23318,Self-employed,502,0.177545227,7151.939705,22,Master's,Divorced,3,8,437,Mortgage,1734.926518,11.25120077,161,38615.03477,0.670601036,Annually,25034.83139,3,1
438,29298.47813,Self-employed,633,0.443526708,48210.51743,40,High School,Widowed,5,11,438,Personal,8893.90114,4.07116946,290,87225.87621,0.830958865,Annually,49080.53278,3,0
439,24449.26341,Self-employed,521,0.370776313,6294.183409,70,PhD,Married,3,10,439,Auto,49804.62639,7.469107865,70,36631.30669,0.73349971,Monthly,41554.22037,2,0
440,49166.78452,Retired,340,0.43516335,24446.06244,54,PhD,Married,1,13,440,Auto,9819.981214,2.465290828,124,95184.55447,0.906016647,Monthly,45586.88541,0,1
441,55760.98173,Self-employed,367,0.443505712,29692.62271,26,High School,Single,0,25,441,Auto,25624.83273,6.760375201,335,94657.73547,0.577959255,Annually,12717.00438,3,0
442,49509.57878,Employed,813,0.399342341,27527.34662,32,Master's,Divorced,0,17,442,Auto,42572.4686,11.51164077,254,14917.4166,0.894974135,Monthly,38626.32116,0,0
443,18988.3685,Retired,426,0.27568424,5215.575695,20,Bachelor's,Single,7,7,443,Personal,1999.678924,6.716985238,321,18142.46973,0.532117624,Monthly,13273.66125,0,0
444,48663.19941,Self-employed,554,0.344218702,3794.318786,46,Bachelor's,Married,3,24,444,Auto,30619.96013,5.958971369,68,86336.07,0.59702694,Quarterly,10437.12667,4,0
445,30432.95749,Employed,315,0.164146162,6168.687946,23,High School,Divorced,4,3,445,Business,14574.24699,9.537302254,71,39579.71143,0.828074857,Annually,47213.30798,4,0
446,60045.08823,Retired,776,0.369458167,29693.79651,34,Master's,Single,7,20,446,Personal,43254.41091,13.27476114,340,935.2112372,0.927462828,Monthly,965.2208359,1,0
447,55498.97369,Self-employed,361,0.171701302,27672.89949,43,Bachelor's,Single,6,13,447,Auto,14889.59631,2.142373099,227,27750.24606,0.626339814,Annually,48269.43518,4,0
448,35901.80321,Self-employed,731,0.377579836,12453.29881,38,PhD,Single,7,19,448,Personal,34651.03029,6.703850868,244,59964.08482,0.663595803,Quarterly,7463.094849,3,0
449,42291.99624,Self-employed,567,0.191839264,32250.93295,25,Master's,Single,7,7,449,Business,34036.76199,3.636250015,66,80026.96361,0.768560374,Annually,40971.90409,3,0
450,34111.79717,Retired,334,0.14702052,41183.3076,38,Bachelor's,Single,5,9,450,Business,11853.18389,10.88728238,219,13772.1674,0.605786403,Annually,13796.12765,0,1
451,49059.81354,Employed,793,0.166113796,3037.369032,74,Master's,Divorced,9,19,451,Personal,2705.160794,2.927281566,74,11498.86576,0.905578131,Annually,17535.11637,3,0
452,64327.13481,Employed,768,0.100796854,25408.36723,28,High School,Single,1,13,452,Auto,21053.22912,10.47490474,195,92248.21903,0.886818323,Quarterly,10837.88557,4,0
453,35214.1093,Unemployed,624,0.387495847,34776.21019,55,Master's,Divorced,5,22,453,Auto,15170.46445,5.363441756,322,75239.2626,0.572645856,Quarterly,29275.70212,4,0
454,57560.69773,Self-employed,603,0.39296042,13363.28443,25,Bachelor's,Single,0,8,454,Business,40639.90973,4.185376985,292,59183.07028,0.731914866,Annually,17404.77738,4,0
455,42046.13572,Unemployed,575,0.30597334,16080.77436,59,High School,Married,0,22,455,Auto,40217.84523,14.14075953,37,77034.0856,0.887413883,Annually,32869.65197,2,0
456,38106.90752,Unemployed,500,0.16454512,31068.25725,41,Master's,Married,2,18,456,Business,23394.17366,1.750081786,188,43171.00895,0.668664766,Quarterly,782.3658971,3,0
457,48394.5446,Employed,744,0.133421735,44998.82938,52,PhD,Single,2,29,457,Auto,30719.09904,7.409993171,74,75966.34686,0.816553411,Monthly,3218.744176,1,1
458,34471.36516,Retired,623,0.107651587,40686.29659,72,Bachelor's,Widowed,4,23,458,Business,30608.71628,1.791964398,84,37494.39763,0.525106561,Quarterly,4983.057637,3,0
459,41695.26042,Retired,334,0.166299271,29573.38074,31,High School,Married,0,2,459,Mortgage,41530.74927,8.028506149,346,24787.40996,0.80434438,Annually,20949.68427,3,1
460,32031.83161,Employed,781,0.456342214,36780.86417,72,Master's,Divorced,9,18,460,Auto,21825.11829,8.2641396,178,73036.83542,0.57632649,Monthly,40739.80863,2,0
461,79470.87699,Retired,779,0.196614737,18876.30104,31,PhD,Single,5,18,461,Auto,14496.88731,5.842443364,236,42257.39307,0.915291663,Monthly,44408.89552,3,0
462,50528.95328,Unemployed,364,0.241708531,32407.31088,27,Bachelor's,Divorced,6,11,462,Auto,13986.71099,3.284183997,76,98147.02188,0.677724732,Monthly,12240.537,0,0
463,39504.11738,Self-employed,307,0.142138194,23842.89797,29,PhD,Widowed,9,1,463,Personal,27273.42168,6.581231759,80,35273.77564,0.640776931,Quarterly,28718.48621,4,0
464,53209.69866,Employed,600,0.188944522,10306.87069,55,Master's,Single,2,14,464,Auto,23008.26193,10.57554969,20,92211.87834,0.920444488,Quarterly,38418.24963,4,0
465,48315.07925,Self-employed,642,0.307689828,35385.17542,61,Master's,Married,3,16,465,Personal,22565.91778,12.06234342,247,93329.77358,0.525072012,Quarterly,14441.4715,2,0
466,46685.45601,Retired,730,0.343101073,28266.76723,72,High School,Divorced,9,11,466,Personal,5465.729615,8.665133132,209,24564.36823,0.6983044,Quarterly,20450.38684,4,0
