Customer_ID,Age,Gender,Income_Level,Occupation,Marital_Status,Education_Level,Location,Policy_Type,Coverage_Amount,Premium_Amount,Policy_Tenure_Years,Claim_History,Payment_Preferences,Customer_Support_Tickets,Marketing_Engagement,Customer_Feedback,Risk_Appetite,Renewal_Behavior
3469,56,Female,High,Artist,Single,PhD,Rural,Travel,27543,1895,5,Yes,Annually,3,High,Negative,Low,On Time
3470,24,Female,Low,Engineer,Single,PhD,Rural,Travel,89204,772,1,No,Annually,1,High,Positive,Low,Late
3471,61,Female,High,Business Owner,Divorced,Master,Urban,Travel,26083,639,2,No,Annually,2,High,Negative,Low,Early
3472,20,Male,Low,Engineer,Single,PhD,Suburban,Travel,94793,1482,2,Yes,Monthly,3,Low,Neutral,High,On Time
3473,44,Female,Medium,Artist,Divorced,PhD,Urban,Life,93762,1031,2,Yes,Annually,2,Low,Neutral,Low,Late
3474,25,Female,Low,Doctor,Widowed,Master,Rural,Health,93105,1536,9,No,Annually,5,Low,Neutral,Medium,On Time
3475,62,Male,High,Business Owner,Single,High School,Rural,Home,59574,452,7,Yes,Monthly,1,High,Negative,Medium,On Time
3476,30,Male,High,Teacher,Single,High School,Suburban,Home,21829,498,3,No,Monthly,4,Medium,Positive,Low,Late
3477,40,Male,High,Business Owner,Widowed,Master,Rural,Life,78269,491,5,Yes,Annually,2,Low,Neutral,Low,Late
3478,28,Male,Medium,Engineer,Single,Master,Suburban,Auto,37720,866,4,No,Monthly,4,Medium,Negative,High,Early
3479,49,Male,High,Business Owner,Widowed,PhD,Urban,Life,37237,151,5,No,Annually,5,Medium,Neutral,Low,Early
3480,21,Male,Low,Business Owner,Single,PhD,Urban,Health,20552,162,6,No,Annually,3,Low,Positive,Low,On Time
3481,61,Female,Medium,Engineer,Married,Master,Urban,Auto,42376,1592,6,Yes,Annually,5,Low,Positive,High,On Time
3482,39,Male,High,Doctor,Divorced,Master,Suburban,Auto,89052,1382,8,No,Monthly,4,High,Negative,High,On Time
3483,66,Male,High,Artist,Divorced,PhD,Rural,Health,59515,166,3,Yes,Monthly,0,High,Neutral,Medium,Late
3484,55,Female,High,Teacher,Married,Master,Rural,Health,78250,1744,4,Yes,Annually,1,High,Negative,Medium,Late
3485,25,Female,Medium,Doctor,Married,PhD,Urban,Travel,36572,1157,10,Yes,Annually,4,Medium,Negative,High,Early
3486,37,Male,High,Artist,Divorced,Master,Urban,Travel,87722,971,5,No,Annually,5,Low,Negative,Medium,On Time
3487,28,Male,Low,Teacher,Married,PhD,Urban,Life,63068,1724,9,No,Monthly,3,Low,Positive,Low,On Time
3488,44,Male,High,Artist,Single,Bachelor,Rural,Travel,9278,800,1,Yes,Annually,1,Low,Positive,Low,Late
3489,27,Female,High,Engineer,Married,PhD,Rural,Auto,95060,1900,6,No,Monthly,3,High,Negative,High,On Time
3490,28,Male,High,Engineer,Married,Master,Urban,Home,45753,235,9,Yes,Monthly,5,Low,Neutral,Low,Early
3491,55,Female,Medium,Teacher,Divorced,PhD,Urban,Health,92219,1420,5,Yes,Annually,0,Low,Positive,Medium,On Time
3492,55,Male,High,Business Owner,Divorced,Master,Suburban,Home,73789,778,5,No,Annually,5,High,Negative,Low,Late
3493,30,Male,Low,Teacher,Married,Bachelor,Suburban,Health,74284,1965,5,No,Monthly,0,Low,Negative,High,Early
3494,29,Female,Low,Engineer,Married,PhD,Urban,Auto,99896,358,9,Yes,Monthly,0,Low,Neutral,Low,On Time
3495,18,Female,Low,Engineer,Married,Master,Rural,Auto,70522,1710,7,No,Annually,2,High,Negative,High,On Time
3496,65,Male,Low,Doctor,Divorced,Master,Urban,Home,49816,1368,5,No,Monthly,4,High,Neutral,Medium,Early
3497,18,Male,High,Artist,Divorced,PhD,Urban,Home,13371,1326,2,Yes,Annually,4,High,Neutral,High,Late
3498,60,Female,Medium,Business Owner,Married,PhD,Suburban,Life,95987,182,10,No,Annually,4,Low,Positive,Medium,On Time
3499,41,Male,High,Engineer,Single,Master,Rural,Travel,99127,898,7,No,Monthly,1,Medium,Neutral,Medium,Early
3500,51,Female,Low,Doctor,Widowed,High School,Suburban,Auto,37799,1504,10,No,Monthly,5,Low,Positive,Medium,On Time
3501,36,Female,Medium,Doctor,Single,Bachelor,Urban,Auto,97775,1214,8,Yes,Monthly,5,Medium,Positive,High,Late
3502,66,Male,Low,Engineer,Married,Bachelor,Rural,Life,79738,1556,7,No,Annually,1,High,Positive,Low,On Time
3503,42,Male,Medium,Engineer,Married,High School,Suburban,Health,45961,376,4,No,Annually,2,Medium,Positive,High,On Time
3504,69,Female,High,Artist,Divorced,Bachelor,Rural,Travel,27926,860,6,Yes,Monthly,0,Low,Negative,Low,Late
3505,35,Male,High,Doctor,Single,PhD,Rural,Travel,13548,1257,1,No,Annually,0,Medium,Positive,High,Late
3506,23,Male,Medium,Engineer,Divorced,PhD,Rural,Auto,54633,1329,3,No,Monthly,0,Medium,Positive,Medium,Early
3507,64,Female,Medium,Artist,Divorced,PhD,Suburban,Auto,20236,1183,8,Yes,Monthly,2,Low,Negative,Medium,Early
3508,33,Male,Low,Teacher,Married,PhD,Rural,Auto,20154,620,9,No,Annually,2,Medium,Neutral,High,Early
3509,51,Male,Low,Lawyer,Single,Bachelor,Suburban,Life,75894,540,9,Yes,Monthly,4,High,Negative,Medium,Early
3510,58,Male,High,Doctor,Widowed,Master,Rural,Life,11367,1066,2,No,Annually,0,Low,Positive,Low,On Time
3511,38,Male,High,Business Owner,Widowed,High School,Urban,Travel,59033,838,10,No,Annually,2,Medium,Neutral,Low,Late
3512,60,Male,High,Teacher,Widowed,Master,Urban,Life,6232,846,3,No,Monthly,0,High,Positive,High,Late
3513,45,Male,High,Lawyer,Widowed,Bachelor,Suburban,Health,5885,957,3,Yes,Annually,4,Medium,Positive,Medium,On Time
3514,30,Male,Medium,Engineer,Married,Bachelor,Urban,Auto,72114,1349,1,No,Annually,4,Low,Neutral,High,Early
3515,33,Female,Low,Teacher,Married,Master,Urban,Auto,5425,524,3,Yes,Monthly,2,High,Negative,Medium,Early
3516,58,Male,Medium,Doctor,Single,PhD,Rural,Auto,67880,103,7,Yes,Monthly,2,Low,Positive,Medium,Late
3517,40,Female,Low,Teacher,Single,PhD,Urban,Health,64334,974,3,Yes,Monthly,4,Medium,Negative,Medium,Late
3518,25,Male,Low,Teacher,Divorced,Bachelor,Rural,Life,99986,1381,9,No,Monthly,4,Low,Positive,High,On Time
3519,51,Male,Low,Doctor,Widowed,PhD,Rural,Life,92031,554,7,No,Monthly,5,Medium,Positive,Medium,On Time
3520,22,Male,Medium,Business Owner,Married,High School,Urban,Home,41767,1919,8,No,Monthly,3,Medium,Negative,Low,On Time
3521,48,Male,Low,Doctor,Widowed,PhD,Rural,Life,90549,1428,4,No,Annually,3,Medium,Neutral,Low,On Time
3522,52,Male,Medium,Doctor,Married,Master,Suburban,Health,83865,1977,8,No,Monthly,4,High,Neutral,Low,Late
3523,66,Male,Medium,Artist,Divorced,High School,Rural,Life,80844,962,5,No,Monthly,3,Low,Negative,Medium,Early
3524,21,Female,High,Artist,Widowed,High School,Urban,Health,20777,127,5,Yes,Monthly,1,Low,Positive,Medium,Late
3525,35,Male,Low,Doctor,Married,Master,Urban,Auto,79318,1559,2,No,Annually,5,Low,Negative,Low,Late
3526,22,Male,Low,Lawyer,Married,Master,Urban,Travel,76761,674,6,No,Monthly,0,Medium,Neutral,Medium,On Time
3527,62,Female,Medium,Artist,Married,Bachelor,Suburban,Auto,58677,1871,8,Yes,Annually,0,Medium,Negative,Low,Early
3528,45,Female,Medium,Teacher,Married,Master,Suburban,Health,76169,243,3,No,Monthly,0,Medium,Positive,Low,On Time
3529,29,Female,High,Doctor,Divorced,Bachelor,Urban,Home,36720,1055,8,Yes,Annually,4,Low,Positive,Low,Early
3530,36,Female,High,Teacher,Widowed,Bachelor,Urban,Health,34131,1576,3,Yes,Monthly,2,Medium,Positive,Low,On Time
3531,70,Male,Medium,Doctor,Widowed,Master,Suburban,Home,45593,1982,10,Yes,Monthly,2,High,Negative,Medium,Early
3532,39,Male,Medium,Artist,Divorced,Bachelor,Suburban,Health,24278,1688,9,Yes,Annually,5,Low,Neutral,Medium,On Time
3533,30,Male,Medium,Teacher,Widowed,Bachelor,Rural,Auto,43801,666,2,Yes,Monthly,1,Medium,Positive,High,Late
3534,61,Male,Low,Artist,Widowed,Master,Urban,Auto,37264,1518,2,Yes,Monthly,1,High,Negative,High,Early
3535,53,Female,Low,Artist,Single,PhD,Suburban,Health,32988,684,5,Yes,Monthly,2,High,Negative,High,On Time
3536,55,Female,Low,Doctor,Divorced,PhD,Urban,Home,14029,923,9,Yes,Monthly,2,Medium,Neutral,High,Late
3537,53,Male,Low,Teacher,Single,High School,Rural,Home,78659,638,3,Yes,Monthly,5,Medium,Neutral,High,Late
3538,70,Male,High,Lawyer,Widowed,Master,Rural,Life,97609,386,2,Yes,Annually,2,Medium,Negative,Medium,Early
3539,38,Male,High,Teacher,Divorced,High School,Urban,Travel,80988,892,3,Yes,Monthly,3,High,Negative,Low,On Time
3540,56,Female,Medium,Lawyer,Married,Bachelor,Urban,Travel,31262,1592,9,Yes,Annually,1,Medium,Negative,High,Early
3541,26,Female,Medium,Doctor,Divorced,High School,Suburban,Travel,61911,1860,4,Yes,Annually,4,High,Positive,Low,Late
3542,48,Male,Low,Artist,Widowed,High School,Rural,Home,19230,474,1,Yes,Monthly,5,High,Negative,Low,Early
3543,32,Female,Low,Teacher,Widowed,Master,Urban,Travel,79712,1201,7,Yes,Annually,0,Low,Neutral,Low,Late
3544,46,Male,Low,Doctor,Married,PhD,Urban,Life,32985,169,1,No,Monthly,0,High,Neutral,Low,Late
3545,63,Male,Medium,Artist,Married,High School,Rural,Health,39364,1562,8,Yes,Annually,2,Low,Positive,Medium,Early
3546,35,Female,High,Artist,Married,Bachelor,Suburban,Travel,84417,1070,5,Yes,Annually,3,Medium,Negative,High,Late
3547,36,Male,Low,Lawyer,Divorced,PhD,Suburban,Health,82886,582,10,Yes,Monthly,5,Medium,Negative,Medium,Late
3548,29,Female,High,Doctor,Married,Bachelor,Suburban,Travel,36353,1434,9,No,Annually,1,Medium,Negative,Low,Early
3549,67,Female,High,Engineer,Married,Master,Urban,Home,57929,745,8,Yes,Monthly,1,Low,Negative,Medium,Late
3550,28,Female,Medium,Artist,Widowed,Master,Rural,Health,45355,1297,4,Yes,Monthly,5,High,Negative,Medium,On Time
3551,31,Male,High,Artist,Married,Master,Rural,Health,85027,732,3,No,Monthly,0,Medium,Neutral,Medium,Early
3552,32,Female,High,Artist,Divorced,Bachelor,Urban,Health,15330,1972,1,No,Monthly,5,Low,Negative,Medium,Late
3553,42,Female,High,Business Owner,Single,Bachelor,Urban,Life,6133,183,9,Yes,Monthly,4,Medium,Positive,High,Early
3554,23,Male,High,Lawyer,Divorced,High School,Suburban,Auto,45189,1805,10,Yes,Monthly,4,Low,Positive,Low,Early
3555,28,Female,Medium,Business Owner,Widowed,High School,Suburban,Life,13115,377,9,No,Annually,4,High,Positive,High,Late
3556,53,Male,High,Teacher,Married,Bachelor,Suburban,Health,81225,147,6,Yes,Annually,4,High,Positive,Low,On Time
3557,66,Male,Low,Engineer,Married,High School,Rural,Life,19684,372,2,Yes,Monthly,0,Medium,Positive,Low,Early
3558,21,Female,High,Artist,Married,PhD,Suburban,Travel,71469,1563,9,Yes,Monthly,0,High,Neutral,Low,Late
3559,47,Female,Low,Engineer,Married,Master,Suburban,Auto,17108,1326,8,No,Annually,3,High,Neutral,Medium,Late
3560,69,Male,High,Artist,Single,Bachelor,Rural,Auto,39159,1456,7,No,Monthly,1,Low,Positive,Medium,On Time
3561,19,Male,Low,Business Owner,Widowed,PhD,Urban,Travel,77837,1997,4,No,Monthly,5,High,Positive,Medium,On Time
3562,42,Male,Medium,Teacher,Widowed,PhD,Rural,Travel,38218,121,6,No,Monthly,0,Low,Negative,High,On Time
3563,66,Male,Medium,Artist,Single,Master,Suburban,Travel,39772,662,9,Yes,Annually,1,Low,Negative,Medium,Late
3564,62,Female,Low,Lawyer,Married,PhD,Rural,Life,53666,1697,8,No,Annually,3,Low,Positive,Low,Early
3565,65,Male,Low,Lawyer,Widowed,PhD,Suburban,Auto,85847,649,1,Yes,Monthly,2,Medium,Positive,Low,Late
3566,52,Female,High,Engineer,Divorced,High School,Urban,Life,40477,589,4,No,Monthly,5,Low,Neutral,Medium,Late
3567,38,Male,Medium,Doctor,Divorced,High School,Rural,Auto,84185,1755,6,No,Annually,0,Medium,Positive,Low,On Time
3568,26,Female,Medium,Teacher,Married,High School,Rural,Home,52314,1352,3,No,Annually,3,Low,Positive,High,Late
3569,54,Male,Medium,Doctor,Single,Master,Rural,Home,86036,473,5,Yes,Annually,1,Low,Neutral,Medium,Late
3570,26,Male,High,Business Owner,Divorced,Master,Suburban,Life,12651,274,8,No,Annually,1,Low,Neutral,High,On Time
3571,34,Male,Medium,Doctor,Single,Bachelor,Urban,Home,24917,1847,8,Yes,Annually,4,Medium,Negative,Medium,Late
3572,60,Male,Medium,Doctor,Married,PhD,Rural,Auto,98402,1444,8,No,Monthly,1,Low,Positive,Low,Early
3573,43,Female,Low,Engineer,Single,PhD,Urban,Home,43330,940,3,Yes,Annually,2,Medium,Neutral,High,Early
3574,64,Male,Low,Business Owner,Widowed,PhD,Suburban,Travel,95568,1682,8,No,Annually,1,High,Positive,Low,Late
3575,31,Female,High,Business Owner,Divorced,High School,Urban,Travel,21686,1352,9,Yes,Monthly,5,High,Negative,Medium,On Time
3576,67,Female,High,Doctor,Divorced,Master,Rural,Home,55803,359,5,No,Monthly,2,Low,Positive,High,On Time
3577,34,Male,Medium,Business Owner,Divorced,PhD,Suburban,Health,45678,528,4,Yes,Annually,2,Medium,Negative,Low,On Time
3578,48,Female,Medium,Engineer,Divorced,Master,Urban,Life,72267,1648,1,No,Annually,3,Medium,Negative,High,Late
3579,53,Male,Low,Engineer,Widowed,Bachelor,Urban,Travel,84456,1441,4,No,Monthly,0,Low,Neutral,Medium,Late
3580,67,Male,Low,Lawyer,Divorced,High School,Rural,Home,83475,264,10,No,Annually,1,High,Positive,High,Late
3581,62,Male,High,Artist,Married,PhD,Rural,Auto,99348,1376,5,Yes,Monthly,4,High,Neutral,High,Late
3582,65,Male,Medium,Doctor,Married,Bachelor,Urban,Life,49258,592,10,Yes,Monthly,5,High,Negative,Medium,Early
3583,29,Male,High,Doctor,Widowed,PhD,Urban,Auto,88404,1747,3,No,Monthly,2,High,Positive,High,On Time
3584,26,Female,High,Lawyer,Single,Master,Suburban,Home,86530,576,6,Yes,Monthly,2,Medium,Negative,Low,On Time
3585,48,Female,Medium,Business Owner,Single,PhD,Rural,Auto,25195,1337,8,No,Monthly,2,High,Negative,Low,Early
3586,51,Female,Low,Doctor,Married,Bachelor,Rural,Life,74363,175,4,Yes,Monthly,5,Medium,Negative,Low,Late
3587,37,Male,Low,Teacher,Divorced,High School,Suburban,Health,70427,906,6,No,Annually,5,Low,Neutral,High,Early
3588,43,Male,Medium,Business Owner,Single,High School,Suburban,Travel,60428,1401,8,Yes,Annually,3,High,Negative,Low,On Time
3589,33,Male,High,Doctor,Married,PhD,Suburban,Health,63293,551,6,No,Monthly,2,High,Positive,High,Early
3590,42,Male,Low,Lawyer,Single,Bachelor,Rural,Life,14755,887,4,Yes,Annually,1,High,Neutral,Medium,Late
3591,70,Female,Medium,Teacher,Single,PhD,Rural,Life,29100,1032,1,No,Annually,5,Medium,Positive,Medium,Late
3592,62,Male,Low,Artist,Divorced,PhD,Rural,Travel,21218,1857,10,No,Monthly,1,Medium,Negative,Medium,Early
3593,29,Male,Medium,Engineer,Widowed,Master,Rural,Auto,14545,213,6,Yes,Monthly,4,Medium,Neutral,Medium,Early
3594,66,Female,High,Engineer,Divorced,Bachelor,Suburban,Health,92810,999,9,Yes,Annually,1,High,Negative,Medium,On Time
3595,64,Male,Low,Engineer,Divorced,PhD,Urban,Travel,79523,1065,3,Yes,Annually,0,High,Neutral,Low,On Time
3596,32,Female,High,Business Owner,Single,High School,Rural,Auto,92530,1440,5,No,Annually,2,High,Negative,High,On Time
3597,23,Male,High,Artist,Married,High School,Rural,Health,30968,267,4,No,Annually,5,Low,Neutral,Medium,On Time
3598,44,Female,Medium,Artist,Married,PhD,Rural,Auto,66413,1539,5,No,Annually,4,High,Negative,Low,Late
3599,58,Male,Low,Business Owner,Widowed,PhD,Rural,Auto,73831,1507,1,Yes,Monthly,2,Medium,Negative,Medium,On Time
3600,51,Female,High,Engineer,Married,Master,Rural,Life,88303,1912,6,Yes,Monthly,3,Low,Positive,High,On Time
3601,50,Female,Medium,Lawyer,Widowed,PhD,Suburban,Home,41593,1714,9,Yes,Annually,3,High,Neutral,High,Late
3602,69,Male,High,Engineer,Single,High School,Urban,Auto,30446,415,6,No,Monthly,3,Low,Neutral,High,Late
3603,43,Male,Medium,Teacher,Widowed,PhD,Urban,Travel,45506,1412,3,No,Monthly,2,High,Positive,Medium,Early
3604,69,Male,Medium,Business Owner,Divorced,High School,Suburban,Life,77144,1818,4,Yes,Monthly,1,Medium,Positive,Low,Early
3605,23,Male,Medium,Artist,Widowed,Master,Suburban,Home,44785,1444,4,Yes,Monthly,1,Low,Positive,Medium,Late
3606,26,Female,Low,Business Owner,Divorced,PhD,Suburban,Auto,81853,118,4,No,Monthly,1,High,Neutral,Medium,On Time
3607,70,Male,Medium,Lawyer,Single,Master,Suburban,Home,54233,1743,9,No,Annually,0,High,Positive,Medium,On Time
3608,50,Female,Medium,Teacher,Single,High School,Suburban,Auto,47058,822,4,No,Annually,4,Medium,Neutral,Low,Early
3609,41,Male,Low,Engineer,Widowed,Bachelor,Suburban,Life,51285,896,5,Yes,Annually,5,Medium,Neutral,Medium,On Time
3610,37,Female,High,Artist,Divorced,Bachelor,Suburban,Home,91809,1158,3,Yes,Monthly,5,Low,Positive,Low,On Time
3611,34,Female,Low,Business Owner,Divorced,High School,Suburban,Auto,66757,1146,4,Yes,Monthly,0,Low,Neutral,Medium,On Time
3612,57,Female,High,Artist,Married,Master,Rural,Life,19680,241,2,No,Annually,0,Low,Negative,Medium,Early
3613,65,Female,Low,Business Owner,Single,High School,Suburban,Home,56889,657,5,Yes,Monthly,5,High,Neutral,High,Late
3614,70,Female,Low,Business Owner,Married,High School,Urban,Health,65907,802,6,No,Annually,5,Medium,Negative,Medium,On Time
3615,54,Male,High,Lawyer,Divorced,PhD,Rural,Health,19741,416,7,Yes,Annually,0,High,Neutral,Medium,Late
3616,60,Female,Medium,Lawyer,Married,PhD,Rural,Life,25827,1870,7,No,Annually,5,Medium,Negative,Low,On Time
3617,70,Male,High,Lawyer,Widowed,Bachelor,Suburban,Life,84976,1383,1,Yes,Annually,4,Low,Negative,Medium,On Time
3618,29,Male,High,Business Owner,Single,Master,Suburban,Home,79463,1595,2,Yes,Annually,3,High,Positive,Low,Late
3619,55,Female,High,Lawyer,Widowed,High School,Rural,Health,83737,1096,2,No,Annually,4,High,Positive,Low,Late
3620,23,Male,High,Teacher,Divorced,Bachelor,Rural,Travel,31371,1104,4,No,Annually,4,High,Neutral,Medium,Late
3621,42,Male,Low,Teacher,Married,PhD,Urban,Life,41994,1492,2,No,Annually,2,Low,Neutral,High,Early
3622,42,Male,Low,Lawyer,Married,Bachelor,Suburban,Life,54259,345,10,No,Annually,1,Low,Positive,Low,On Time
3623,69,Female,Low,Artist,Divorced,Bachelor,Suburban,Health,25258,649,6,Yes,Monthly,0,Medium,Negative,High,Early
3624,57,Female,Low,Artist,Widowed,High School,Suburban,Life,82793,1719,1,No,Annually,3,Low,Positive,Low,On Time
3625,19,Male,Low,Artist,Single,Master,Rural,Auto,62334,1150,3,No,Monthly,0,Medium,Positive,Low,On Time
3626,60,Male,Medium,Business Owner,Widowed,Bachelor,Suburban,Life,16549,576,4,No,Annually,1,Medium,Positive,Medium,Early
3627,56,Female,High,Lawyer,Divorced,Bachelor,Rural,Travel,18932,423,7,Yes,Annually,5,Medium,Neutral,Medium,Late
3628,24,Male,Low,Teacher,Widowed,PhD,Suburban,Home,64756,1669,6,Yes,Monthly,0,High,Positive,High,Late
3629,33,Male,Low,Business Owner,Divorced,Master,Rural,Home,48279,1909,5,Yes,Annually,3,Medium,Neutral,High,Early
3630,37,Female,High,Teacher,Divorced,High School,Suburban,Health,79508,200,4,Yes,Annually,4,Low,Negative,Low,On Time
3631,34,Female,Low,Teacher,Single,High School,Urban,Health,40741,1590,3,No,Annually,3,Medium,Positive,Low,Late
3632,57,Male,Medium,Engineer,Married,Bachelor,Suburban,Home,79871,969,1,No,Annually,0,Low,Negative,Medium,Late
3633,44,Female,Low,Artist,Divorced,Bachelor,Urban,Auto,37988,526,2,No,Monthly,2,Medium,Positive,Medium,Early
3634,44,Male,Low,Doctor,Widowed,Bachelor,Urban,Travel,84181,246,1,Yes,Monthly,0,High,Positive,High,Late
3635,19,Male,High,Engineer,Married,High School,Rural,Home,63928,749,10,Yes,Annually,0,Low,Positive,Medium,On Time
3636,44,Female,Medium,Doctor,Widowed,Bachelor,Rural,Health,81847,1376,10,No,Monthly,1,Medium,Neutral,Low,On Time
3637,21,Male,Low,Lawyer,Married,PhD,Suburban,Home,87545,753,10,Yes,Monthly,1,Medium,Negative,Medium,Late
3638,34,Male,High,Doctor,Widowed,Master,Urban,Home,91688,427,1,Yes,Monthly,3,High,Positive,Low,Late
3639,43,Female,Low,Artist,Married,Master,Urban,Health,19990,1497,7,No,Monthly,4,High,Neutral,Medium,On Time
3640,46,Male,High,Business Owner,Married,PhD,Suburban,Travel,26342,370,2,Yes,Monthly,0,Medium,Neutral,Low,On Time
3641,62,Female,High,Business Owner,Divorced,PhD,Urban,Travel,61853,1008,2,No,Monthly,5,Medium,Negative,High,Early
3642,18,Male,High,Business Owner,Married,PhD,Urban,Life,87411,344,8,No,Annually,4,High,Neutral,High,Late
3643,29,Female,Medium,Teacher,Widowed,High School,Rural,Life,26821,395,8,No,Annually,5,High,Neutral,Medium,Early
3644,22,Male,Low,Teacher,Divorced,Bachelor,Suburban,Travel,37414,1390,2,Yes,Annually,2,Low,Positive,High,Late
3645,27,Female,High,Teacher,Single,PhD,Suburban,Home,28001,1049,2,Yes,Annually,3,Low,Positive,Low,On Time
3646,43,Male,Medium,Lawyer,Married,High School,Urban,Auto,69380,1982,6,Yes,Annually,5,Medium,Positive,High,On Time
3647,41,Female,High,Engineer,Divorced,High School,Suburban,Health,38948,1807,2,Yes,Annually,0,High,Neutral,High,Late
3648,18,Male,Medium,Doctor,Married,High School,Rural,Life,68672,566,9,Yes,Annually,1,High,Neutral,Medium,On Time
3649,42,Female,Medium,Business Owner,Married,High School,Rural,Home,80174,1560,7,No,Monthly,5,Low,Positive,High,Early
3650,38,Male,High,Doctor,Single,Bachelor,Suburban,Travel,95908,1816,9,Yes,Annually,0,Medium,Neutral,Low,Early
3651,21,Female,High,Teacher,Widowed,PhD,Urban,Auto,64484,1647,8,No,Monthly,5,Low,Negative,High,Late
3652,35,Male,Medium,Engineer,Widowed,High School,Urban,Auto,7442,1143,9,Yes,Annually,0,Medium,Neutral,Low,Late
3653,49,Female,High,Teacher,Married,High School,Rural,Travel,34666,1795,2,No,Monthly,4,High,Negative,Low,On Time
3654,18,Female,Low,Teacher,Married,High School,Rural,Health,98417,553,9,Yes,Monthly,1,High,Neutral,Medium,Late
3655,60,Male,Low,Business Owner,Married,PhD,Urban,Home,72258,1388,7,No,Monthly,4,High,Positive,Medium,Early
3656,25,Male,Low,Business Owner,Divorced,High School,Urban,Health,11385,1352,6,No,Monthly,0,High,Positive,Low,Late
3657,51,Female,Low,Lawyer,Divorced,High School,Rural,Home,53958,334,1,Yes,Monthly,4,Low,Neutral,Medium,Early
3658,39,Female,Low,Lawyer,Widowed,High School,Suburban,Auto,97265,791,8,Yes,Annually,3,Medium,Positive,Medium,On Time
3659,30,Male,Medium,Lawyer,Married,Master,Urban,Health,93409,435,1,No,Monthly,1,High,Positive,High,Late
3660,39,Male,Medium,Teacher,Married,Master,Rural,Home,78808,1754,1,Yes,Annually,1,Low,Neutral,Low,Early
3661,45,Female,Low,Doctor,Single,Bachelor,Urban,Auto,9139,1915,6,Yes,Monthly,3,Low,Neutral,Medium,Late
3662,53,Female,Low,Doctor,Married,Bachelor,Rural,Life,93415,1164,8,Yes,Monthly,4,Low,Positive,Medium,On Time
3663,48,Male,Low,Doctor,Single,PhD,Suburban,Travel,43007,1178,7,No,Monthly,1,Medium,Neutral,High,On Time
3664,43,Female,Low,Teacher,Divorced,Bachelor,Suburban,Travel,54971,537,4,Yes,Monthly,3,High,Positive,Low,Late
3665,61,Female,Low,Lawyer,Single,PhD,Urban,Life,59745,390,6,Yes,Annually,1,Low,Negative,High,On Time
3666,49,Female,Low,Teacher,Divorced,High School,Suburban,Home,60424,313,4,Yes,Monthly,3,Low,Positive,Low,On Time
3667,43,Female,High,Lawyer,Divorced,High School,Rural,Life,96000,1070,2,Yes,Annually,2,Medium,Negative,High,On Time
3668,44,Female,High,Teacher,Single,Master,Urban,Life,65991,804,10,No,Annually,3,Medium,Neutral,Low,Early
3669,53,Male,Low,Engineer,Married,High School,Urban,Auto,10867,1602,4,Yes,Annually,1,Medium,Neutral,Medium,Early
3670,27,Female,High,Lawyer,Divorced,High School,Urban,Home,31199,986,8,No,Monthly,4,High,Neutral,High,On Time
3671,20,Female,Low,Doctor,Single,High School,Urban,Home,22814,435,4,Yes,Annually,2,Low,Neutral,High,On Time
3672,67,Male,Low,Lawyer,Divorced,PhD,Urban,Auto,54459,819,2,Yes,Annually,4,Low,Negative,Medium,Early
3673,40,Male,High,Teacher,Married,PhD,Rural,Home,67645,1403,7,Yes,Annually,4,Medium,Neutral,Medium,Late
3674,40,Female,Low,Business Owner,Single,PhD,Urban,Auto,78218,1312,7,Yes,Annually,1,Low,Neutral,Low,Late
3675,61,Male,High,Business Owner,Single,High School,Urban,Life,50839,757,5,No,Monthly,0,Low,Positive,Low,On Time
3676,28,Female,High,Lawyer,Married,PhD,Urban,Travel,13472,332,2,Yes,Annually,0,High,Negative,High,Early
3677,68,Male,Low,Doctor,Married,Master,Rural,Health,99976,776,3,No,Monthly,0,Low,Positive,Medium,Early
3678,47,Female,High,Doctor,Widowed,High School,Rural,Auto,55906,1735,6,No,Monthly,4,High,Neutral,High,Early
3679,70,Female,High,Business Owner,Widowed,Master,Suburban,Life,22636,439,7,No,Annually,3,High,Positive,High,Late
3680,66,Female,High,Lawyer,Divorced,Bachelor,Suburban,Home,18143,1831,1,No,Annually,3,Medium,Positive,Medium,Early
3681,37,Male,Medium,Lawyer,Divorced,Bachelor,Rural,Health,22136,1817,9,No,Annually,4,Medium,Positive,Medium,On Time
3682,63,Female,Low,Engineer,Widowed,Master,Rural,Home,50853,599,9,No,Annually,3,Medium,Negative,Medium,On Time
3683,61,Female,Low,Business Owner,Married,Master,Rural,Auto,16843,1846,1,Yes,Annually,0,Medium,Positive,Low,On Time
3684,24,Female,Medium,Artist,Married,Bachelor,Rural,Travel,86776,810,2,Yes,Monthly,2,High,Positive,Low,On Time
3685,42,Female,Low,Lawyer,Divorced,Bachelor,Rural,Home,13444,1021,10,Yes,Annually,0,High,Neutral,Low,On Time
3686,51,Female,Low,Teacher,Divorced,High School,Suburban,Travel,31376,1361,6,No,Monthly,5,Medium,Negative,Low,Early
3687,63,Female,Low,Doctor,Single,PhD,Rural,Health,42329,346,3,No,Monthly,0,High,Neutral,Low,Early
3688,57,Male,Medium,Lawyer,Divorced,High School,Suburban,Health,10130,1991,7,No,Annually,1,Low,Positive,High,Early
3689,67,Female,Low,Lawyer,Divorced,Bachelor,Urban,Home,8524,245,8,No,Monthly,3,Medium,Negative,Low,Late
